Region,Layout,Size,Renovation,Floor,Direction,Year,Price
宝安,2室2厅,72.07平米,精装修,高层/17层,南,2010年建,450
宝安,4室2厅,155.42平米,普通装修,高层/28层,东南,2005年建,1285
宝安,5室2厅,139平米,精装修,低层/24层,东南,2016年建,580
宝安,3室2厅,115平米,精装修,高层/18层,南,2007年建,666
宝安,3室2厅,86.19平米,精装修,高层/26层,东北,2011年建,365
宝安,1室1厅,46.42平米,精装修,高层/32层,南,2009年建,285
宝安,3室2厅,80平米,精装修,中层/26层,南,2007年建,500
宝安,3室2厅,101.88平米,精装修,中层/31层,东南,2008年建,600
宝安,2室1厅,44.15平米,精装修,高层/16层,南,2015年建,180
宝安,4室2厅,100.8平米,精装修,低层/26层,西北,1996年建,390
宝安,5室4厅,187.34平米,精装修,高层/9层,南,1999年建,1800
宝安,3室2厅,97.42平米,精装修,低层/9层,东南,1993年建,330
宝安,3室2厅,88.47平米,精装修,低层/39层,西南,2014年建,820
宝安,2室2厅,77.6平米,精装修,高层/31层,西北,2003年建,390
宝安,1室2厅,52.72平米,精装修,高层/14层,西北,2014年建,150
宝安,1室1厅,43平米,普通装修,高层/11层,西北,2006年建,188
宝安,1室1厅,54.85平米,普通装修,高层/11层,南,2006年建,220
宝安,5室2厅,189.41平米,毛坯,高层/30层,南,2014年建,1700
宝安,3室2厅,114.81平米,精装修,高层/18层,南,2011年建,510
宝安,4室2厅,173.22平米,精装修,低层/29层,南北,2013年建,930
宝安,4室3厅,173.89平米,精装修,高层/4层,南,2013年建,1380
宝安,5室2厅,297.77平米,毛坯,高层/44层,东南,2016年建,4950
宝安,2室2厅,67.61平米,精装修,高层/7层,南,2000年建,350
宝安,2室2厅,70.2平米,普通装修,中层/7层,西,2002年建,420
宝安,3室2厅,83.18平米,精装修,中层/26层,东南,2013年建,470
宝安,2室2厅,81.68平米,普通装修,低层/8层,南,2002年建,410
宝安,3室1厅,76.36平米,精装修,低层/31层,西南,2011年建,450
宝安,3室2厅,89.46平米,精装修,高层/17层,南,1995年建,360
宝安,2室2厅,83.24平米,精装修,中层/12层,南,2001年建,340
宝安,3室2厅,83平米,精装修,低层/32层,南,2016年建,420
宝安,1室1厅,48平米,精装修,高层/31层,南,2006年建,310
宝安,3室2厅,115.24平米,精装修,低层/18层,南,2007年建,650
宝安,3室2厅,90.9平米,普通装修,中层/8层,南北,1994年建,340
宝安,3室2厅,129.81平米,精装修,中层/22层,东南,2008年建,620
宝安,4室2厅,86.74平米,精装修,低层/18层,南,2004年建,850
怀德公元 (怀德广场),3室2厅,87.69平米,精装修,低层/26层,西南,2016年建,415
宝安,5室3厅,161.14平米,精装修,中层/30层,南,2009年建,1300
宝安,2室1厅,42.08平米,精装修,高层/3层,东北,2008年建,290
宝安,4室2厅,110.23平米,精装修,低层/17层,南,2007年建,620
宝安,6室3厅,122平米,精装修,低层/18层,南,2008年建,540
宝安,2室2厅,70.39平米,精装修,中层/11层,南,2002年建,390
宝安,3室2厅,113.33平米,精装修,中层/9层,南,1999年建,600
宝安,3室2厅,79.6平米,精装修,中层/31层,东,2012年建,680
宝安,5室2厅,107.5平米,精装修,低层/30层,南北,2008年建,800
宝安,4室2厅,89.21平米,精装修,中层/25层,西北,2009年建,630
宝安,4室2厅,112.19平米,普通装修,低层/12层,西南,1999年建,560
宝安,3室2厅,120.13平米,精装修,中层/28层,东南,1997年建,488
宝安,2室2厅,59.7平米,精装修,高层/24层,南,2012年建,350
宝安,2室2厅,76.27平米,精装修,中层/17层,东南,2011年建,325
宝安,4室2厅,155平米,精装修,中层/28层,南,2011年建,890
宝安,3室2厅,64.46平米,精装修,低层/14层,西北,2012年建,430
宝安,3室2厅,120.75平米,精装修,高层/29层,东北,2005年建,730
宝安,4室2厅,89.22平米,普通装修,低层/25层,西北,2009年建,680
宝安,3室2厅,126.72平米,精装修,中层/22层,东北,2008年建,780
宝安,1室0厅,32.39平米,精装修,低层/29层,南,2006年建,130
宝安,3室2厅,93平米,精装修,中层/31层,南,2006年建,660
宝安,4室2厅,151.91平米,普通装修,高层/26层,西北,2016年建,1200
宝安,2室2厅,62.1平米,精装修,高层/8层,北,1997年建,256
宝安,4室2厅,99.1平米,普通装修,中层/6层,南北,1988年建,470
宝安,2室1厅,76平米,精装修,中层/29层,南,2007年建,500
宝安,2室2厅,77.23平米,精装修,低层/45层,东北,2005年建,560
宝安,2室2厅,76.31平米,精装修,高层/26层,西北,2006年建,320
宝安,5室2厅,102.72平米,精装修,低层/29层,南,2016年建,708
宝安,4室2厅,132.23平米,精装修,高层/31层,西北,2016年建,800
宝安,4室2厅,129.81平米,普通装修,低层/22层,南,2008年建,580
宝安,4室3厅,264.72平米,精装修,高层/7层,南北,2004年建,1300
宝安,5室2厅,169.5平米,精装修,高层/4层,南,2008年建,1200
怀德公元 (怀德广场),3室2厅,89.47平米,精装修,低层/26层,西,2016年建,448
宝安,2室1厅,54.85平米,精装修,中层/11层,西,2006年建,225
宝安,3室2厅,70平米,精装修,高层/26层,南,2007年建,475
宝安,1室1厅,35平米,精装修,中层/31层,南,2016年建,265
宝安,1室1厅,36.21平米,普通装修,中层/20层,南,2009年建,275
宝安,3室2厅,76.63平米,毛坯,高层/26层,西南,2006年建,275
宝安,3室2厅,94.35平米,普通装修,高层/7层,东南,2001年建,420
泰华商业城,4室2厅,118.5平米,精装修,高层/8层,东南,1997年建,560
宝安,2室2厅,68.66平米,精装修,高层/31层,北,2006年建,420
宝安,5室2厅,185.17平米,精装修,低层/8层,南,2002年建,770
宝安,3室2厅,89.21平米,精装修,中层/31层,西南,2015年建,630
宝安,2室1厅,49.55平米,普通装修,低层/13层,南,2013年建,320
宝安,4室2厅,132平米,精装修,高层/25层,北,2002年建,670
星航华府,3室2厅,88.74平米,毛坯,高层/29层,西南,2015年建,490
宝安,3室2厅,110.49平米,精装修,高层/8层,东北,1999年建,600
宝安,3室2厅,53.12平米,精装修,低层/25层,南,2007年建,420
宝安,1室1厅,40.64平米,普通装修,中层/20层,南,2010年建,330
宝安,1室1厅,58.12平米,毛坯,高层/15层,东南,2016年建,290
宝安,3室2厅,104.94平米,精装修,高层/6层,西南,1989年建,430
宝安,3室2厅,91.6平米,普通装修,低层/6层,东南,1985年建,555
星航华府,3室2厅,120.6平米,精装修,中层/32层,南,2015年建,600
宝安,4室2厅,88.8平米,精装修,高层/31层,南,2014年建,580
宝安,2室2厅,124.3平米,精装修,高层/31层,东南,2006年建,1083
宝安,7室2厅,265平米,精装修,共1层,南,2013年建,2500
宝安,2室2厅,81.26平米,精装修,低层/15层,南,1996年建,410
宝安,4室2厅,207.33平米,精装修,高层/32层,东南,2007年建,660
宝安,3室2厅,101.41平米,精装修,中层/10层,东北,2004年建,400
宝安,3室2厅,88.14平米,精装修,高层/31层,西南,2018年建,680
宝安,2室2厅,52.61平米,精装修,中层/10层,南,2011年建,260
宝安,2室2厅,72平米,精装修,高层/34层,南,2012年建,420
宝安,4室2厅,138平米,毛坯,低层/24层,南,2016年建,550
宝安,4室2厅,141.67平米,精装修,高层/18层,南,2007年建,750
宝安,4室2厅,172.59平米,普通装修,高层/30层,东南,2015年建,1688
宝安,3室2厅,88.06平米,毛坯,高层/25层,东南,2017年建,450
宝安,8室4厅,321.11平米,毛坯,高层/24层,南,2010年建,5000
宝安,3室2厅,88.47平米,毛坯,低层/39层,东南,2014年建,820
宝安,4室2厅,141.32平米,普通装修,低层/14层,东南,2000年建,840
宝安,3室2厅,95.07平米,毛坯,中层/40层,东北,2016年建,1150
宝安,3室2厅,88.77平米,精装修,中层/26层,南,2011年建,370
宝安,3室2厅,88.8平米,精装修,低层/31层,南,2014年建,485
宝安,2室2厅,58.99平米,精装修,高层/3层,西南,2008年建,330
宝安,3室2厅,84.22平米,精装修,高层/18层,南,2011年建,480
宝安,2室2厅,79.69平米,普通装修,低层/18层,南,2007年建,440
宝安,3室2厅,126.74平米,精装修,高层/17层,东南,2004年建,590
宝安,2室2厅,79.28平米,普通装修,高层/30层,东北,2005年建,570
宝安,3室2厅,90.31平米,精装修,高层/7层,南,1998年建,378
宝安,4室1厅,96.78平米,普通装修,高层/7层,东南,2002年建,530
宝安,5室2厅,141.48平米,精装修,中层/7层,南,2003年建,710
宝安,6室2厅,200.62平米,毛坯,高层/1层,南,2014年建,2400
宝安,3室2厅,96.26平米,普通装修,低层/6层,西南,1998年建,400
宝安,5室2厅,224.73平米,毛坯,共1层,南北,2012年建,2180
宝安,3室2厅,86平米,精装修,中层/26层,西南,1996年建,400
怀德公元 (怀德广场),5室2厅,135.75平米,精装修,低层/26层,南,2016年建,670
宝安,2室2厅,62.83平米,普通装修,中层/13层,南,2010年建,360
宝安,3室2厅,97平米,精装修,高层/7层,南,2002年建,550
宝安,3室2厅,71.72平米,普通装修,高层/30层,南,2008年建,435
宝安,1室1厅,47平米,精装修,低层/24层,东北,2006年建,350
宝安,3室2厅,143.94平米,普通装修,中层/7层,南北,2001年建,680
宝安,3室2厅,97平米,普通装修,低层/13层,东南,2001年建,455
宝安,4室2厅,163.54平米,普通装修,中层/30层,西南,2005年建,1320
宝安,3室2厅,83.58平米,精装修,中层/31层,东南,2014年建,465
宝安,4室2厅,104.39平米,精装修,低层/23层,南,2007年建,400
宝安,3室1厅,79.6平米,精装修,高层/8层,西北,1992年建,350
宝安,3室2厅,115平米,普通装修,高层/18层,东南,2007年建,640
宝安,5室1厅,71.83平米,普通装修,高层/4层,东南,1992年建,410
宝安,3室2厅,90平米,精装修,中层/7层,东西,1991年建,360
宝安,4室2厅,123.4平米,精装修,低层/28层,西南,2016年建,650
宝安,8室3厅,307.69平米,毛坯,高层/31层,东南,2012年建,1900
宝安,4室2厅,127.19平米,精装修,低层/24层,东北,2009年建,690
宝安,3室2厅,111.6平米,精装修,中层/32层,南,2007年建,1200
宝安,3室2厅,99.21平米,精装修,中层/17层,西北,2002年建,535
宝安,2室2厅,77.47平米,精装修,低层/7层,南,2001年建,550
宝安,4室2厅,122.7平米,精装修,高层/16层,南北,2013年建,750
宝安,3室2厅,103.77平米,精装修,中层/18层,北,2006年建,600
宝安,3室1厅,86.2平米,普通装修,中层/7层,东北,1996年建,400
宝安,2室2厅,76.1平米,精装修,高层/14层,南,2014年建,280
怀德公元 (怀德广场),3室2厅,85.4平米,精装修,中层/26层,东南,2016年建,480
宝安,2室2厅,65.42平米,精装修,中层/14层,南,2014年建,200
宝安,2室1厅,68.8平米,普通装修,低层/8层,东南,1993年建,278
宝安,5室2厅,392.26平米,毛坯,共1层,南北,2015年建,5500
宝安,2室2厅,81.38平米,精装修,中层/12层,东南,2011年建,480
宝安,3室2厅,88.56平米,普通装修,高层/7层,西南,1997年建,430
宝安,2室2厅,57.46平米,精装修,中层/20层,东北,2009年建,430
宝安,3室2厅,83.46平米,精装修,中层/32层,南,2014年建,470
宝安,5室7厅,222.53平米,精装修,共1层,东北,2013年建,2380
宝安,2室2厅,74平米,精装修,中层/30层,南,2013年建,440
宝安,2室2厅,72.15平米,精装修,高层/17层,南,2010年建,375
宝安,4室2厅,102.83平米,普通装修,中层/8层,南,1997年建,400
宝安,4室2厅,121.53平米,精装修,中层/24层,西北,2016年建,585
宝安,2室2厅,81.24平米,精装修,中层/11层,南,2014年建,315
宝安,4室2厅,143平米,精装修,中层/30层,西南,2018年建,1300
宝安,3室2厅,97.13平米,普通装修,高层/6层,北,1995年建,260
宝安,2室1厅,47.41平米,精装修,中层/19层,东,2007年建,360
宝安,3室2厅,74.33平米,精装修,高层/25层,西南,2007年建,496
宝安,2室1厅,65.42平米,精装修,低层/14层,南,2014年建,240
宝安,3室2厅,89.37平米,精装修,高层/28层,西南,2005年建,610
宝安,3室2厅,89.33平米,精装修,低层/28层,西北,2016年建,450
宝安,4室2厅,127.26平米,精装修,中层/16层,西北,1999年建,610
宝安,3室2厅,101.59平米,精装修,低层/14层,南北,2007年建,550
宝安,3室2厅,96.57平米,精装修,中层/8层,东,1996年建,450
宝安,4室2厅,123.59平米,精装修,低层/30层,东南,2012年建,700
宝安,2室2厅,82.36平米,精装修,低层/27层,东南,2012年建,560
宝安,3室2厅,143.51平米,精装修,中层/7层,东南,2001年建,730
宝安,4室2厅,133.3平米,普通装修,高层/8层,东北,1994年建,500
宝安,2室1厅,42.03平米,普通装修,中层/10层,南,2010年建,320
宝安,1室1厅,33.15平米,精装修,中层/31层,西北,2016年建,245
宝安,2室1厅,53.19平米,精装修,高层/34层,东北,2012年建,368
宝安,4室2厅,120.05平米,精装修,低层/18层,东南,2009年建,580
宝安,3室2厅,92.6平米,精装修,高层/8层,东西,1996年建,450
宝安,4室2厅,89.25平米,毛坯,中层/31层,南,2014年建,500
宝安,3室2厅,89.83平米,精装修,高层/29层,西南,2006年建,350
宝安,3室2厅,95.61平米,精装修,中层/11层,东北,2002年建,480
宝安,6室2厅,286.69平米,精装修,共1层,南,1997年建,1300
宝安,6室2厅,150.6平米,精装修,低层/29层,西南,2005年建,950
宝安,8室5厅,281.16平米,普通装修,高层/18层,东南,2004年建,2600
宝安,6室2厅,156.88平米,精装修,高层/27层,南,2007年建,508
宝安,2室2厅,66.73平米,毛坯,中层/32层,东北,2011年建,325
宝安,3室1厅,61.86平米,普通装修,低层/19层,西南,2011年建,420
宝安,1室0厅,48.8平米,毛坯,高层/29层,北,2014年建,310
宝安,3室2厅,80.29平米,精装修,低层/27层,西南,2016年建,450
宝安,3室2厅,92.22平米,精装修,中层/8层,西南,2000年建,536
宝安,4室2厅,129.55平米,精装修,低层/18层,南,2011年建,598
宝安,5室2厅,224平米,精装修,高层/5层,南,2002年建,880
宝安,3室2厅,116.51平米,普通装修,低层/11层,南,2001年建,560
宝安,4室2厅,116平米,普通装修,中层/18层,东,2006年建,460
宝安,2室2厅,61.73平米,普通装修,中层/24层,西南,2006年建,480
宝安,2室2厅,81.51平米,精装修,高层/7层,北,1999年建,350
宝安,4室2厅,213.26平米,精装修,低层/4层,南北,2013年建,1400
宝安,3室2厅,100.97平米,精装修,中层/18层,南,2002年建,535
宝安,3室2厅,87.94平米,精装修,中层/33层,南,2017年建,400
宝安,2室2厅,85.68平米,精装修,低层/26层,南,2016年建,700
宝安,3室2厅,109.15平米,普通装修,中层/27层,南,2007年建,430
宝安,4室2厅,148.95平米,精装修,低层/27层,西南,2016年建,1120
宝安,3室2厅,87.5平米,普通装修,高层/7层,东南,1994年建,350
宝安,5室3厅,243.77平米,精装修,低层/10层,南北,2004年建,1500
宝安,4室2厅,118.18平米,普通装修,中层/11层,东南,2000年建,600
宝安,3室2厅,88平米,普通装修,中层/32层,南,2009年建,605
宝安,4室2厅,187.68平米,精装修,中层/30层,东南,2007年建,1360
宝安,3室2厅,110.1平米,精装修,低层/18层,北,2006年建,585
宝安,8室3厅,131.24平米,普通装修,低层/22层,东南,2008年建,670
宝安,4室2厅,97.74平米,精装修,高层/29层,西北,2009年建,550
宝安,1室2厅,31.67平米,精装修,高层/9层,南,1993年建,206
宝安,3室2厅,70.13平米,精装修,中层/18层,东南,2008年建,595
宝安,9室5厅,191.44平米,精装修,高层/7层,南,2011年建,780
宝安,3室2厅,121.44平米,普通装修,高层/31层,西南,2003年建,580
宝安,6室2厅,379平米,毛坯,共1层,南,2012年建,5600
宝安,2室2厅,65平米,精装修,中层/7层,东北,2001年建,375
宝安,2室2厅,80平米,精装修,高层/26层,西南,2006年建,670
宝安,3室2厅,90.01平米,普通装修,中层/7层,南,2005年建,400
宝安,2室2厅,72.01平米,普通装修,低层/34层,东南,2012年建,430
宝安,4室2厅,123.59平米,精装修,高层/30层,西南,2012年建,720
宝安,4室2厅,149.54平米,精装修,高层/5层,南北,2013年建,1020
宝安,3室2厅,126.62平米,精装修,中层/29层,南,2009年建,580
宝安,1室0厅,36.22平米,精装修,中层/13层,东北,2014年建,170
宝安,1室2厅,97.97平米,精装修,低层/30层,东南,2012年建,800
宝安,3室2厅,99.85平米,精装修,高层/25层,南,2008年建,710
宝安,2室2厅,80.47平米,普通装修,中层/7层,南,2005年建,370
宝安,3室2厅,89.85平米,精装修,中层/5层,南北,2002年建,450
宝安,5室2厅,205.62平米,精装修,高层/31层,南,2000年建,1200
宝安,2室2厅,80.8平米,普通装修,中层/11层,西南,2004年建,408
宝安,2室2厅,76.1平米,精装修,中层/14层,西,2014年建,328
宝安,4室2厅,150.66平米,精装修,中层/18层,南,2006年建,850
宝安,3室2厅,88.89平米,精装修,中层/29层,西南,2006年建,310
宝安,5室4厅,185.16平米,普通装修,高层/17层,东南,2002年建,780
宝安,2室2厅,74.33平米,普通装修,高层/10层,东南,2007年建,302
宝安,5室2厅,101.13平米,毛坯,中层/37层,南,2015年建,470
宝安,3室2厅,122.45平米,精装修,低层/16层,北,2005年建,830
宝安,3室2厅,121平米,普通装修,低层/21层,东南,2008年建,960
宝安,3室2厅,85平米,精装修,低层/31层,南,2013年建,530
宝安,2室1厅,48.11平米,精装修,中层/13层,东,2014年建,250
宝安,3室2厅,129.81平米,精装修,低层/22层,南,2008年建,650
宝安,4室2厅,153.28平米,精装修,高层/6层,南,2005年建,750
宝安,3室2厅,94平米,毛坯,中层/32层,东北,2016年建,500
宝安,3室2厅,82.59平米,精装修,中层/32层,南,2014年建,460
宝安,5室3厅,219.68平米,精装修,高层/16层,南,2002年建,860
宝安,1室1厅,60.98平米,精装修,低层/18层,东南,2016年建,280
宝安,5室1厅,89.73平米,精装修,高层/33层,南北,2008年建,688
宝安,3室2厅,88.69平米,精装修,低层/7层,南,1995年建,310
宝安,5室2厅,143.72平米,普通装修,中层/18层,东南,2009年建,690
宝安,5室2厅,197.55平米,精装修,中层/5层,南,2009年建,820
宝安,2室1厅,43平米,精装修,中层/28层,东北,2007年建,300
宝安,2室2厅,67.39平米,精装修,低层/29层,西南,2014年建,230
宝安,5室2厅,155.97平米,精装修,低层/39层,东北,2014年建,1138
宝安,3室2厅,124.44平米,精装修,低层/18层,东,2007年建,650
宝安,3室2厅,85.6平米,精装修,低层/31层,东北,2011年建,566
宝安,1室1厅,50.17平米,精装修,中层/33层,西北,2006年建,425
宝安,2室1厅,46.62平米,精装修,高层/32层,东南,2015年建,250
宝安,3室2厅,92.6平米,普通装修,高层/7层,东北,1992年建,440
宝安,1室1厅,58.55平米,普通装修,低层/8层,东,2001年建,248
宝安,4室2厅,108.95平米,精装修,中层/18层,南北,2006年建,620
宝安,4室2厅,130.28平米,精装修,中层/15层,北,1995年建,655
宝安,2室2厅,74.13平米,普通装修,低层/11层,南,1999年建,370
宝安,1室0厅,40.7平米,普通装修,中层/16层,南,2008年建,125
宝安,4室2厅,179.45平米,精装修,低层/28层,东南,2012年建,1800
宝安,3室2厅,120平米,精装修,低层/10层,南,2011年建,580
宝安,5室2厅,141.11平米,精装修,低层/19层,西南,2006年建,540
宝安,1室1厅,43.37平米,精装修,高层/8层,南,2006年建,145
宝安,3室2厅,99.1平米,普通装修,高层/7层,南北,2008年建,530
宝安,2室2厅,61.6平米,精装修,低层/18层,西北,2005年建,295
宝安,3室2厅,94.8平米,精装修,高层/7层,南北,1998年建,430
宝安,5室2厅,156平米,普通装修,中层/27层,北,2005年建,1150
宝安,2室2厅,47.39平米,普通装修,中层/26层,西南,2007年建,470
宝安,4室2厅,93.61平米,精装修,高层/18层,东南,2008年建,850
宝安,3室2厅,88.03平米,精装修,高层/40层,东南,2017年建,720
宝安,1室1厅,49.32平米,精装修,低层/29层,北,2015年建,306
宝安,4室2厅,89.46平米,精装修,高层/26层,西北,2013年建,530
宝安,3室2厅,125.69平米,精装修,低层/32层,南,2006年建,1000
宝安,1室2厅,33平米,精装修,中层/15层,南,1993年建,248
宝安,1室1厅,59.79平米,精装修,中层/12层,西南,2016年建,330
宝安,3室2厅,72.71平米,精装修,中层/26层,南,2013年建,445
宝安,3室2厅,89.08平米,精装修,高层/31层,西北,2018年建,690
宝安,5室2厅,179.08平米,毛坯,高层/36层,东南,2014年建,1500
宝安,3室2厅,83.58平米,普通装修,高层/31层,东南,2014年建,520
宝安,2室2厅,79平米,毛坯,中层/33层,北,2017年建,330
宝安,3室2厅,81.3平米,普通装修,高层/8层,西南,1991年建,373
宝安,4室2厅,122平米,普通装修,高层/30层,东南,2005年建,640
宝安,3室2厅,112.55平米,精装修,低层/18层,北,2011年建,500
宝安,1室2厅,47.22平米,精装修,低层/31层,西北,2011年建,290
宝安,4室2厅,134.46平米,精装修,低层/30层,南,2010年建,900
宝安,3室2厅,115.02平米,精装修,中层/14层,东南,2005年建,550
宝安,2室2厅,74.34平米,精装修,高层/30层,东,2013年建,435
宝安,3室2厅,122.21平米,精装修,高层/11层,东北,2008年建,665
宝安,4室2厅,129.9平米,普通装修,中层/8层,东南,1996年建,500
宝安,3室2厅,89.24平米,精装修,中层/28层,南北,2013年建,380
宝安,3室2厅,88.55平米,精装修,高层/11层,南北,2004年建,580
宝安,5室2厅,141.94平米,精装修,低层/18层,东南,2009年建,700
宝安,4室2厅,142.46平米,普通装修,高层/8层,西北,2000年建,600
宝安,1室1厅,44.33平米,精装修,低层/31层,东南,2012年建,355
宝安,4室2厅,98.8平米,精装修,中层/27层,南,2005年建,700
宝安,2室1厅,39.41平米,精装修,高层/29层,东,2009年建,224
宝安,3室2厅,89.23平米,普通装修,中层/33层,南,2017年建,398
宝安,2室2厅,76.1平米,精装修,低层/14层,南,2014年建,312
宝安,2室2厅,78.2平米,精装修,高层/15层,东南,2012年建,415
宝安,3室2厅,88.26平米,精装修,中层/25层,西南,2004年建,440
宝安,2室2厅,51.99平米,普通装修,高层/17层,南,2011年建,255
宝安,1室1厅,41.02平米,精装修,中层/8层,南,2006年建,120
宝安,2室2厅,70.21平米,精装修,低层/28层,东南,2007年建,658
宝安,5室2厅,121.42平米,普通装修,低层/16层,南,1996年建,595
宝安,3室2厅,84.1平米,精装修,高层/8层,东北,1995年建,500
宝安,3室2厅,65.01平米,精装修,低层/11层,西北,2005年建,400
宝安,3室2厅,81.57平米,精装修,低层/32层,西南,2005年建,480
宝安,4室2厅,104.59平米,精装修,低层/28层,东南,2005年建,708
宝安,2室2厅,58.62平米,普通装修,高层/17层,南,2005年建,300
宝安,2室2厅,76.17平米,普通装修,低层/18层,东北,2006年建,425
宝安,3室2厅,89.21平米,精装修,低层/31层,西南,2015年建,650
宝安,3室2厅,80.21平米,精装修,高层/30层,西南,2014年建,400
宝安,3室2厅,110平米,精装修,高层/25层,东北,2002年建,600
宝安,3室2厅,88.8平米,精装修,低层/31层,南,2014年建,470
宝安,4室2厅,104.87平米,精装修,高层/4层,南,2008年建,730
宝安,2室2厅,37.33平米,普通装修,高层/32层,西南,2005年建,265
宝安,2室2厅,76.87平米,普通装修,中层/16层,南,2002年建,435
宝安,3室2厅,74.62平米,精装修,高层/24层,南,2015年建,278
宝安,2室2厅,85.53平米,精装修,高层/27层,西南,2005年建,730
宝安,5室2厅,207.91平米,精装修,中层/7层,东,2009年建,1380
宝安,4室2厅,143.62平米,精装修,高层/18层,东南,2009年建,750
宝安,1室1厅,37.35平米,普通装修,高层/8层,东,2008年建,215
宝安,3室2厅,115.01平米,普通装修,低层/23层,南,2008年建,810
宝安,5室3厅,327.13平米,精装修,高层/27层,南,2005年建,2200
宝安,4室2厅,87.4平米,普通装修,高层/8层,东南,1996年建,420
宝安,3室2厅,94平米,毛坯,中层/24层,北,2015年建,420
宝安,3室2厅,129.73平米,普通装修,中层/32层,东,1993年建,780
宝安,3室2厅,98.64平米,精装修,低层/7层,东南,1992年建,480
宝安,3室2厅,159.22平米,精装修,中层/17层,东南,2006年建,720
宝安,3室2厅,85.58平米,精装修,低层/28层,西南,2011年建,570
宝安,4室3厅,136.12平米,普通装修,高层/12层,东北,1999年建,850
宝安,2室1厅,49.6平米,普通装修,高层/27层,西南,2008年建,285
宝安,2室2厅,88.47平米,精装修,中层/27层,东北,2016年建,460
宝安,3室2厅,102.22平米,精装修,高层/15层,西南,2000年建,520
宝安,4室2厅,134.26平米,普通装修,低层/33层,南,2007年建,750
宝安,4室2厅,85.3平米,精装修,高层/7层,东北,2010年建,426
宝安,3室2厅,88.01平米,精装修,中层/30层,西北,2012年建,525
宝安,5室2厅,259.61平米,毛坯,低层/6层,南北,2015年建,2200
宝安,3室2厅,99平米,精装修,低层/15层,南,2012年建,450
宝安,2室2厅,86.4平米,精装修,中层/7层,西,1998年建,350
宝安,1室1厅,31.38平米,精装修,中层/29层,北,2009年建,170
宝安,1室1厅,50.6平米,精装修,高层/29层,东南,2006年建,198
宝安,1室1厅,48.89平米,精装修,中层/8层,东南,2002年建,253
宝安,1室0厅,27.98平米,精装修,中层/20层,东北,2009年建,185
宝安,3室2厅,89.06平米,精装修,高层/7层,西南,2000年建,450
宝安,2室2厅,81.39平米,精装修,高层/12层,东南,2011年建,450
宝安,2室2厅,60.06平米,精装修,高层/32层,西北,2005年建,380
宝安,6室3厅,110.41平米,精装修,高层/8层,北,1994年建,688
宝安,3室2厅,76.48平米,普通装修,中层/26层,西北,2006年建,550
宝安,3室2厅,89.4平米,精装修,低层/31层,南,2013年建,505
宝安,2室2厅,73.16平米,精装修,中层/18层,南,2009年建,435
宝安,3室2厅,89.27平米,精装修,中层/33层,东南,2017年建,405
宝安,3室2厅,78.88平米,精装修,低层/31层,东南,2012年建,520
宝安,1室0厅,36.22平米,精装修,高层/13层,西南,2014年建,165
宝安,3室2厅,78.2平米,精装修,高层/31层,南,2011年建,460
宝安,2室2厅,70.24平米,精装修,低层/31层,西北,2011年建,390
宝安,1室2厅,90平米,精装修,低层/30层,南,2012年建,630
宝安,2室2厅,72平米,普通装修,高层/11层,西北,2002年建,420
宝安,1室1厅,33.15平米,精装修,中层/31层,西北,2016年建,255
宝安,5室2厅,175.41平米,精装修,低层/23层,东北,2006年建,550
宝安,6室2厅,139.25平米,精装修,低层/32层,东南,2014年建,780
宝安,5室3厅,198.43平米,精装修,中层/31层,南,2000年建,1200
宝安,1室1厅,41.19平米,精装修,中层/8层,南,1993年建,150
宝安,2室2厅,54.4平米,精装修,高层/17层,南,2011年建,255
宝安,4室2厅,114.7平米,精装修,高层/33层,东南,2006年建,528
宝安,5室2厅,175.63平米,精装修,高层/17层,南北,2016年建,1300
宝安,6室2厅,89.11平米,精装修,高层/30层,西南,2010年建,800
宝安,3室2厅,70.39平米,精装修,低层/31层,南,2012年建,580
宝安,7室4厅,281.81平米,毛坯,共1层,北,2009年建,1300
宝安,3室2厅,89.4平米,精装修,低层/33层,南,2017年建,400
宝安,3室2厅,84.03平米,精装修,高层/31层,南,2012年建,598
宝安,3室2厅,95.08平米,精装修,高层/10层,西,2001年建,400
宝安,1室2厅,56平米,精装修,中层/14层,南,2014年建,196
宝安,1室1厅,45.14平米,普通装修,低层/21层,东南,2003年建,395
宝安,2室2厅,76.21平米,普通装修,中层/27层,西南,2011年建,520
宝安,3室2厅,103.09平米,精装修,中层/23层,南,2006年建,598
宝安,3室2厅,89平米,精装修,低层/15层,南,2012年建,455
宝安,5室2厅,126.89平米,毛坯,低层/33层,西南,2016年建,550
宝安,2室2厅,58.97平米,精装修,高层/32层,东北,2005年建,300
宝安,3室1厅,84.8平米,精装修,中层/8层,南,1993年建,350
宝安,3室2厅,31.55平米,精装修,高层/9层,西北,1993年建,398
宝安,1室2厅,76.97平米,毛坯,中层/15层,西北,2016年建,350
宝安,3室2厅,89.4平米,精装修,高层/8层,南,1996年建,450
宝安,2室2厅,57.43平米,普通装修,中层/25层,东北,2007年建,480
宝安,3室2厅,88.5平米,精装修,低层/31层,东南,2013年建,522
宝安,2室2厅,73.2平米,精装修,低层/18层,西南,2002年建,440
宝安,3室2厅,99.21平米,普通装修,中层/17层,西北,2002年建,535
宝安,2室2厅,71.87平米,精装修,中层/12层,西南,2005年建,338
宝安,1室0厅,36.49平米,精装修,高层/17层,南,2009年建,235
